src_code,trg_code,src_codingsystem,trg_codingsystem
OGC,1018202,asfis,worms
OHM,281934,asfis,worms
PHM,1019559,asfis,worms
FDI,1020898,asfis,worms
HOX,1026604,asfis,worms
PDY,1022104,asfis,worms
FSC,282185,asfis,worms
LUY,1026991,asfis,worms
PHK,1020183,asfis,worms
PXP,154326,asfis,worms
PMP,567543,asfis,worms
PLT,1020374,asfis,worms
PLC,567544,asfis,worms
PGC,282310,asfis,worms
HOG,1026706,asfis,worms
ZTB,1534979,asfis,worms
TFZ,1572045,asfis,worms
PDL,1023018,asfis,worms
HOY,1021053,asfis,worms
GWI,1020917,asfis,worms
OUH,1015641,asfis,worms
NRS,1014160,asfis,worms
PTI,1021495,asfis,worms
RET,1383636,asfis,worms
RHQ,159985,asfis,worms
RHW,567547,asfis,worms
RHV,592846,asfis,worms
LWG,1019786,asfis,worms
EUE,1621466,asfis,worms
MOI,1772418,asfis,worms
RIL,592850,asfis,worms
RWC,307935,asfis,worms
RFR,275346,asfis,worms
FRO,154333,asfis,worms
FRX,154332,asfis,worms
RTR,1418252,asfis,worms
SRE,154165,asfis,worms
SMU,590495,asfis,worms
GIB,1017026,asfis,worms
RLA,1020902,asfis,worms
LUH,282855,asfis,worms
LUC,1021373,asfis,worms
IBP,1594449,asfis,worms
LUR,1020756,asfis,worms
SDG,1019968,asfis,worms
LUP,1020856,asfis,worms
LUS,465538,asfis,worms
TGC,1419387,asfis,worms
TPH,1475751,asfis,worms
VIM,1022564,asfis,worms
VIV,283150,asfis,worms
AIK,1020157,asfis,worms
AAV,1011523,asfis,worms
AIE,1011988,asfis,worms
AGV,1012644,asfis,worms
IHN,991202,asfis,worms
AII,991188,asfis,worms
IHS,1605325,asfis,worms
FDO,1018306,asfis,worms
UFV,1020129,asfis,worms
AQU,991177,asfis,worms
AER,991179,asfis,worms
AKT,1017217,asfis,worms
ARZ,1015817,asfis,worms
GAF,1018727,asfis,worms
GDS,1013457,asfis,worms
HOK,1020252,asfis,worms
RKC,1015286,asfis,worms
RTT,1575445,asfis,worms
RCJ,1018572,asfis,worms
HIR,991221,asfis,worms
HID,1019096,asfis,worms
TOC,862538,asfis,worms
AST,268422,asfis,worms
ULD,1015452,asfis,worms
ULW,1026857,asfis,worms
IHF,1020668,asfis,worms
BCK,1012734,asfis,worms
BHX,1019147,asfis,worms
IBZ,1018399,asfis,worms
HRB,1018936,asfis,worms
BMI,1014336,asfis,worms
BMP,1022401,asfis,worms
BIE,1422068,asfis,worms
BEJ,1019102,asfis,worms
BMN,1016783,asfis,worms
DGF,1018882,asfis,worms
BJC,1011854,asfis,worms
LHP,1015838,asfis,worms
RCM,1012283,asfis,worms
AQK,1020130,asfis,worms
DXS,1014666,asfis,worms
BJA,1018294,asfis,worms
TBF,1020536,asfis,worms
HNH,1011560,asfis,worms
HSE,1015841,asfis,worms
HHH,1525377,asfis,worms
HTV,280145,asfis,worms
HCN,1018790,asfis,worms
HHO,1018045,asfis,worms
UDE,1524109,asfis,worms
UDO,1524897,asfis,worms
LIV,1013175,asfis,worms
DEK,1014783,asfis,worms
CLO,280183,asfis,worms
DEW,1022807,asfis,worms
IHT,1015785,asfis,worms
IGX,268770,asfis,worms
IHI,1021606,asfis,worms
AQP,1020628,asfis,worms
FMW,991205,asfis,worms
CHX,268771,asfis,worms
LRM,405367,asfis,worms
TJJ,1013272,asfis,worms
TIB,1018984,asfis,worms
OPZ,1011431,asfis,worms
OVZ,1013823,asfis,worms
DGI,268836,asfis,worms
TPB,1011208,asfis,worms
TPI,1013112,asfis,worms
TPY,1011201,asfis,worms
TAM,1016220,asfis,worms
TJC,1018750,asfis,worms
TJF,1013211,asfis,worms
TJG,1389341,asfis,worms
TJD,1013177,asfis,worms
TJK,1013402,asfis,worms
TJI,1470226,asfis,worms
TJV,1805565,asfis,worms
TLG,1021112,asfis,worms
TJT,1011205,asfis,worms
TJM,1011204,asfis,worms
TJA,1018658,asfis,worms
TJL,1013273,asfis,worms
TJR,1525784,asfis,worms
TJN,1013174,asfis,worms
TLR,1013588,asfis,worms
TJH,1013698,asfis,worms
TJY,1011207,asfis,worms
TJS,1011203,asfis,worms
TIJ,1316446,asfis,worms
TLH,1011202,asfis,worms
TLW,1013321,asfis,worms
TLZ,317356,asfis,worms
OSR,1019220,asfis,worms
RLT,1011312,asfis,worms
RLJ,1021123,asfis,worms
RZB,1018520,asfis,worms
RLD,1011320,asfis,worms
RZC,1022289,asfis,worms
RLX,1022945,asfis,worms
TXI,1021066,asfis,worms
UGL,1018398,asfis,worms
YAO,1015277,asfis,worms
YAF,1019098,asfis,worms
YCW,1014298,asfis,worms
MIZ,1524346,asfis,worms
YFF,1018473,asfis,worms
YPE,1019204,asfis,worms
YTO,1018794,asfis,worms
DKF,1015849,asfis,worms
RRI,1013936,asfis,worms
DRM,1015148,asfis,worms
DMC,1018246,asfis,worms
DGJ,1016298,asfis,worms
DGR,1015287,asfis,worms
DGU,1009389,asfis,worms
DXG,1010556,asfis,worms
DJW,1010906,asfis,worms
DMJ,1019221,asfis,worms
EDD,1019144,asfis,worms
ETY,1019145,asfis,worms
ETS,280728,asfis,worms
EXA,1011572,asfis,worms
FSR,1016786,asfis,worms
GCN,1015276,asfis,worms
GHQ,1009482,asfis,worms
GFA,280831,asfis,worms
GHU,1017544,asfis,worms
GFW,1021549,asfis,worms
GHV,1014603,asfis,worms
GXX,269200,asfis,worms
GFL,1013944,asfis,worms
GNX,1525326,asfis,worms
GOW,1383760,asfis,worms
GRJ,1383111,asfis,worms
LNE,1525006,asfis,worms
GWB,1524338,asfis,worms
GUE,1011517,asfis,worms
GMZ,1017030,asfis,worms
HCK,1013358,asfis,worms
MLI,1017475,asfis,worms
TDN,1017472,asfis,worms
HTD,1026859,asfis,worms
CIM,269314,asfis,worms
HXI,1018397,asfis,worms
HBS,1018934,asfis,worms
KVD,1021151,asfis,worms
HJF,581701,asfis,worms
HJU,1016809,asfis,worms
HEX,1018836,asfis,worms
IHY,1011453,asfis,worms
HRP,1017024,asfis,worms
HRT,1020830,asfis,worms
HRI,1017102,asfis,worms
TII,1605363,asfis,worms
TJE,1051728,asfis,worms
HOJ,1021214,asfis,worms
HSN,1015162,asfis,worms
HSG,1017636,asfis,worms
IDP,1013080,asfis,worms
IRH,281182,asfis,worms
JUD,1012847,asfis,worms
KOD,1013081,asfis,worms
KOG,1018526,asfis,worms
KRD,1525913,asfis,worms
LFE,1016252,asfis,worms
LHE,1013981,asfis,worms
LTV,1026271,asfis,worms
LLC,1017214,asfis,worms
LIE,1017315,asfis,worms
NRU,1011906,asfis,worms
LTX,1014582,asfis,worms
LNU,1016694,asfis,worms
LNC,1015285,asfis,worms
LNR,1027001,asfis,worms
LHJ,1019201,asfis,worms
IHE,1467672,asfis,worms
CHH,1253896,asfis,worms
UDR,1012824,asfis,worms
UDL,1011196,asfis,worms
UFZ,1019099,asfis,worms
MJT,1468426,asfis,worms
IZL,1468486,asfis,worms
MOV,1022351,asfis,worms
MHR,1527599,asfis,worms
MFR,1014331,asfis,worms
MKY,1013082,asfis,worms
MVF,1015440,asfis,worms
LNN,1016799,asfis,worms
NVC,1015431,asfis,worms
VJP,281631,asfis,worms
NCN,1018499,asfis,worms
NCS,1012777,asfis,worms
NRN,1020817,asfis,worms
NMV,1016789,asfis,worms
DJY,1015297,asfis,worms
NYB,1016810,asfis,worms
OFB,1018931,asfis,worms
OEL,1605298,asfis,worms
OEM,279193,asfis,worms
STA,279194,asfis,worms
OEG,279195,asfis,worms
OEA,279196,asfis,worms
OEU,1016542,asfis,worms
OES,1016104,asfis,worms
OEH,1019688,asfis,worms
OEJ,1027004,asfis,worms
OER,1014343,asfis,worms
OEO,1014812,asfis,worms
OEW,279197,asfis,worms
OEP,279198,asfis,worms
OET,1014962,asfis,worms
OEI,1014813,asfis,worms
ORM,298252,asfis,worms
OCI,1524173,asfis,worms
OHO,1013438,asfis,worms
TLM,218777,asfis,worms
TLN,293639,asfis,worms
OHU,293642,asfis,worms
OHW,1018761,asfis,worms
OHK,1014123,asfis,worms
OIS,1014339,asfis,worms
OIW,1026683,asfis,worms
OIH,293644,asfis,worms
TLL,293645,asfis,worms
OIQ,1420555,asfis,worms
OIT,279204,asfis,worms
OIP,1012193,asfis,worms
ORU,293646,asfis,worms
OEV,1018485,asfis,worms
TLP,206826,asfis,worms
OXW,NA,asfis,worms
AXV,NA,asfis,worms
OFG,1016800,asfis,worms
OXO,1013423,asfis,worms
UYP,1021035,asfis,worms
CHL,1020811,asfis,worms
RCB,1524197,asfis,worms
RIV,1528629,asfis,worms
RNC,1017473,asfis,worms
RTN,1019611,asfis,worms
RRD,1019595,asfis,worms
ELK,1017455,asfis,worms
TIR,1048706,asfis,worms
TJP,1468480,asfis,worms
ERI,1012776,asfis,worms
PCV,1529127,asfis,worms
ETD,1021117,asfis,worms
ECY,1018877,asfis,worms
EIG,1012162,asfis,worms
HNL,1250005,asfis,worms
LSR,1012526,asfis,worms
RTS,1016808,asfis,worms
EMF,1622336,asfis,worms
ERC,1461904,asfis,worms
UCN,1016099,asfis,worms
ICT,1016222,asfis,worms
USV,1014728,asfis,worms
MJH,1012953,asfis,worms
TCJ,1019251,asfis,worms
TFU,1018251,asfis,worms
TCH,282511,asfis,worms
HRY,1593760,asfis,worms
UNM,1052229,asfis,worms
RRC,1018929,asfis,worms
REF,1019374,asfis,worms
RFB,1528819,asfis,worms
DJZ,1021065,asfis,worms
IHC,956728,asfis,worms
HJB,1802010,asfis,worms
SAR,293731,asfis,worms
SAH,293732,asfis,worms
TPP,1022402,asfis,worms
SZD,1531992,asfis,worms
SWN,1014299,asfis,worms
SJI,1015441,asfis,worms
RKA,1018233,asfis,worms
YBB,1015836,asfis,worms
TDY,1018956,asfis,worms
TSS,1014904,asfis,worms
TGO,1019407,asfis,worms
TMM,1015916,asfis,worms
YMQ,1018653,asfis,worms
TCD,1015163,asfis,worms
TAH,1016291,asfis,worms
TIY,1015848,asfis,worms
TAZ,1011842,asfis,worms
TAD,1014281,asfis,worms
TAJ,1013837,asfis,worms
TLC,1013847,asfis,worms
TLF,1015142,asfis,worms
YCN,1014959,asfis,worms
TPO,1383660,asfis,worms
TIV,581718,asfis,worms
TIM,1470224,asfis,worms
